transaction_year,transaction_month,transaction_day,line,station_name,station_number,town,longitude,latitude,passage_cnt,passanger_cnt,date
2025,8,29,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,8422,7898,2025-08-29
2025,1,8,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,9787,8302,2025-01-08
2025,10,4,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,13763,12284,2025-10-04
2025,11,5,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,12123,11446,2025-11-05
2025,8,5,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,4628,4030,2025-08-05
2025,7,11,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,3762,3509,2025-07-11
2025,8,9,T1-KABATAS-BAGCILAR,Topkapı,,Zeytinburnu,,,9994,9092,2025-08-09
2025,11,12,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,15815,14395,2025-11-12
2025,7,13,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,499,443,2025-07-13
2025,8,15,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,10343,9582,2025-08-15
2025,4,16,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,33976,32603,2025-04-16
2025,2,6,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2879,2751,2025-02-06
2025,7,23,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,6142,5735,2025-07-23
2025,3,7,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2113,2027,2025-03-07
2025,6,17,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,11975,11139,2025-06-17
2025,4,19,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,11509,10196,2025-04-19
2025,1,3,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,15120,12537,2025-01-03
2025,2,24,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,15332,13663,2025-02-24
2025,4,7,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,4946,4729,2025-04-07
2025,11,18,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,19659,16669,2025-11-18
2025,5,1,T1-KABATAS-BAGCILAR,Çapa,,Fatih,,,615,563,2025-05-01
2025,5,1,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,3542,3262,2025-05-01
2025,4,23,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,3713,3341,2025-04-23
2025,5,7,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,3825,3476,2025-05-07
2025,11,25,T1-KABATAS-BAGCILAR,Sultanahmet,,Fatih,,,14833,11683,2025-11-25
2025,9,22,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,12275,11403,2025-09-22
2025,10,12,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,7636,5678,2025-10-12
2025,4,10,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,16069,13325,2025-04-10
2025,3,11,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,12736,11911,2025-03-11
2025,3,26,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,31098,29954,2025-03-26
2025,7,30,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,12015,9661,2025-07-30
2025,10,18,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,1796,1689,2025-10-18
2025,4,6,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,6779,5217,2025-04-06
2025,3,31,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,14064,11080,2025-03-31
2025,8,21,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,7165,6781,2025-08-21
2025,5,2,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,16291,14207,2025-05-02
2025,10,5,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2054,1847,2025-10-05
2025,8,28,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2813,2277,2025-08-28
2025,12,1,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,14418,12669,2025-12-01
2025,5,16,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5775,5301,2025-05-16
2025,12,19,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,21075,18804,2025-12-19
2025,11,3,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2104,2023,2025-11-03
2025,5,30,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,7751,7346,2025-05-30
2025,12,24,T1-KABATAS-BAGCILAR,Çapa,,Fatih,,,15611,14779,2025-12-24
2025,9,20,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,16055,14881,2025-09-20
2025,11,23,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,6776,6076,2025-11-23
2025,6,21,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,3186,2754,2025-06-21
2025,9,2,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,6547,6100,2025-09-02
2025,4,17,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,9583,9265,2025-04-17
2025,7,30,T1-KABATAS-BAGCILAR,Kabataş,,Beyoğlu,,,2791,2153,2025-07-30
2025,6,6,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,3872,3214,2025-06-06
2025,4,10,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,10251,8509,2025-04-10
2025,2,7,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,11322,10592,2025-02-07
2025,4,29,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,23545,20555,2025-04-29
2025,1,24,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,11967,11129,2025-01-24
2025,6,1,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,16072,12108,2025-06-01
2025,11,9,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,10263,8107,2025-11-09
2025,6,4,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,4026,3806,2025-06-04
2025,10,1,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,17581,14611,2025-10-01
2025,8,2,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2398,1824,2025-08-02
2025,2,7,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,12900,10837,2025-02-07
2025,6,14,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,9122,8368,2025-06-14
2025,9,20,T1-KABATAS-BAGCILAR,Topkapı,,Zeytinburnu,,,10226,9401,2025-09-20
2025,2,23,T1-KABATAS-BAGCILAR,Kabataş 2,,Beyoğlu,,,6626,5382,2025-02-23
2025,4,3,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,15811,14816,2025-04-03
2025,7,15,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,23707,19058,2025-07-15
2025,8,26,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,12994,11067,2025-08-26
2025,5,7,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,12619,11782,2025-05-07
2025,1,8,T1-KABATAS-BAGCILAR,Çapa,,Fatih,,,15712,14864,2025-01-08
2025,7,26,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,9492,7855,2025-07-26
2025,10,24,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,21603,18507,2025-10-24
2025,10,27,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,3363,3150,2025-10-27
2025,3,24,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,3719,3420,2025-03-24
2025,10,17,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2036,1946,2025-10-17
2025,10,30,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,21534,18582,2025-10-30
2025,9,19,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,17987,14482,2025-09-19
2025,7,14,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,8361,7720,2025-07-14
2025,4,8,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,3151,3020,2025-04-08
2025,12,22,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,4428,4155,2025-12-22
2025,4,7,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,11471,10029,2025-04-07
2025,2,21,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,12807,11025,2025-02-21
2025,12,17,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,18448,16021,2025-12-17
2025,4,17,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,24949,21178,2025-04-17
2025,2,14,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,12902,12020,2025-02-14
2025,6,27,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,16412,15511,2025-06-27
2025,9,8,T1-KABATAS-BAGCILAR,Topkapı,,Zeytinburnu,,,12485,11658,2025-09-08
2025,5,23,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,16275,14485,2025-05-23
2025,11,22,T1-KABATAS-BAGCILAR,Sultanahmet,,Fatih,,,17532,12910,2025-11-22
2025,8,2,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,8498,7713,2025-08-02
2025,5,11,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,5823,5237,2025-05-11
2025,3,26,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,18028,15258,2025-03-26
2025,11,8,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2831,2588,2025-11-08
2025,6,14,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,17176,13929,2025-06-14
2025,7,15,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,4340,3784,2025-07-15
2025,7,17,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2667,2507,2025-07-17
2025,11,2,T1-KABATAS-BAGCILAR,Sultanahmet,,Fatih,,,7121,5474,2025-11-02
2025,1,10,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,21979,19529,2025-01-10
2025,3,15,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,10486,8768,2025-03-15
2025,2,16,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,1274,1210,2025-02-16
2025,9,2,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,15587,13979,2025-09-02
2025,1,5,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,11858,11038,2025-01-05
2025,11,10,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,7990,7697,2025-11-10
2025,3,6,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,19186,17529,2025-03-06
2025,3,30,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,3181,2655,2025-03-30
2025,6,9,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,19807,15019,2025-06-09
2025,11,12,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,11315,10317,2025-11-12
2025,10,15,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,4961,4733,2025-10-15
2025,9,3,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,8717,8076,2025-09-03
2025,8,1,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,23805,22402,2025-08-01
2025,9,19,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,7018,6612,2025-09-19
2025,9,8,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,4414,4079,2025-09-08
2025,8,4,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,3613,3307,2025-08-04
2025,8,1,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,16181,14280,2025-08-01
2025,8,30,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,10761,8389,2025-08-30
2025,11,14,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,3221,3041,2025-11-14
2025,3,16,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,11430,10543,2025-03-16
2025,8,19,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,12293,9690,2025-08-19
2025,6,26,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2756,2334,2025-06-26
2025,6,25,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,19866,17390,2025-06-25
2025,3,7,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,11786,11137,2025-03-07
2025,5,23,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,11730,11025,2025-05-23
2025,4,12,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,2181,2055,2025-04-12
2025,8,30,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,11153,8728,2025-08-30
2025,6,4,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,5122,4769,2025-06-04
2025,2,5,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,20928,18502,2025-02-05
2025,5,15,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,3980,3615,2025-05-15
2025,5,5,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5791,5333,2025-05-05
2025,2,21,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,17965,16347,2025-02-21
2025,8,19,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,25057,18190,2025-08-19
2025,6,16,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,3414,3250,2025-06-16
2025,11,27,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,13292,11913,2025-11-27
2025,4,25,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,1828,1766,2025-04-25
2025,11,9,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,8350,7119,2025-11-09
2025,6,17,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,3076,2902,2025-06-17
2025,8,15,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,6303,5909,2025-08-15
2025,11,30,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,2330,1991,2025-11-30
2025,6,13,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,14461,12732,2025-06-13
2025,6,27,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,11403,10632,2025-06-27
2025,10,19,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,2465,2266,2025-10-19
2025,6,24,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,3127,2924,2025-06-24
2025,12,28,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,8339,6335,2025-12-28
2025,7,28,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,15806,13961,2025-07-28
2025,11,11,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,2632,2499,2025-11-11
2025,6,2,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,4317,4032,2025-06-02
2025,2,18,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,3419,3254,2025-02-18
2025,7,14,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,13484,11632,2025-07-14
2025,9,10,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,3854,3630,2025-09-10
2025,9,19,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5696,5109,2025-09-19
2025,10,6,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,8254,7721,2025-10-06
2025,3,12,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,14336,13019,2025-03-12
2025,4,30,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,10631,8628,2025-04-30
2025,7,24,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,15815,13934,2025-07-24
2025,10,23,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5883,5364,2025-10-23
2025,1,4,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2725,2543,2025-01-04
2025,6,27,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,7069,6628,2025-06-27
2025,6,11,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,4830,4557,2025-06-11
2025,12,22,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,3373,3241,2025-12-22
2025,4,9,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,3338,3216,2025-04-09
2025,11,20,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,5025,4813,2025-11-20
2025,11,21,T1-KABATAS-BAGCILAR,Çapa,,Fatih,,,15416,14580,2025-11-21
2025,2,16,T1-KABATAS-BAGCILAR,Beyazıt,,Fatih,,,6763,5196,2025-02-16
2025,3,16,T1-KABATAS-BAGCILAR,Topkapı,,Zeytinburnu,,,6575,6054,2025-03-16
2025,7,12,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,18410,17165,2025-07-12
2025,7,21,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,15475,12421,2025-07-21
2025,11,19,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,4019,3835,2025-11-19
2025,4,29,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,18862,15188,2025-04-29
2025,9,18,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5330,4726,2025-09-18
2025,5,22,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,9450,9026,2025-05-22
2025,10,22,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,3532,3007,2025-10-22
2025,8,30,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2660,2083,2025-08-30
2025,9,24,T1-KABATAS-BAGCILAR,Kabataş,,Beyoğlu,,,2899,2217,2025-09-24
2025,9,21,T1-KABATAS-BAGCILAR,Kabataş,,Beyoğlu,,,2247,1578,2025-09-21
2025,11,22,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,10665,9798,2025-11-22
2025,10,25,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,1813,1671,2025-10-25
2025,4,18,T1-KABATAS-BAGCILAR,Kabataş 2,,Beyoğlu,,,13596,11145,2025-04-18
2025,7,30,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2591,2447,2025-07-30
2025,3,15,T1-KABATAS-BAGCILAR,Laleli,,Fatih,,,10476,8998,2025-03-15
2025,5,4,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,5800,5219,2025-05-04
2025,4,30,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,4678,4385,2025-04-30
2025,7,30,T1-KABATAS-BAGCILAR,Haseki,,Fatih,,,3493,3048,2025-07-30
2025,2,20,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,2159,2051,2025-02-20
2025,11,15,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,11540,9452,2025-11-15
2025,1,25,T1-KABATAS-BAGCILAR,Sirkeci,,Fatih,,,17104,14345,2025-01-25
2025,9,14,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,2370,2125,2025-09-14
2025,10,15,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2299,2210,2025-10-15
2025,6,3,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,11157,10455,2025-06-03
2025,4,27,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,1327,1211,2025-04-27
2025,7,12,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,24921,18727,2025-07-12
2025,7,27,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,18502,12479,2025-07-27
2025,9,27,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,14495,11886,2025-09-27
2025,6,19,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,21988,17453,2025-06-19
2025,2,5,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,4009,3834,2025-02-05
2025,11,12,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,5002,4713,2025-11-12
2025,3,31,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,8947,7516,2025-03-31
2025,11,9,T1-KABATAS-BAGCILAR,Kabataş 2,,Beyoğlu,,,11391,9008,2025-11-09
2025,3,16,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,7167,6437,2025-03-16
2025,4,20,T1-KABATAS-BAGCILAR,Tophane,,Beyoğlu,,,11530,8882,2025-04-20
2025,10,26,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,13926,12849,2025-10-26
2025,9,17,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,16964,16138,2025-09-17
2025,1,12,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,5340,4931,2025-01-12
2025,9,28,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,4608,3474,2025-09-28
2025,3,17,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2881,2552,2025-03-17
2025,3,9,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,542,497,2025-03-09
2025,6,19,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,3268,3077,2025-06-19
2025,12,22,T1-KABATAS-BAGCILAR,Güngören,,Güngören,288.775,,10034,9507,2025-12-22
2025,9,4,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,13031,11369,2025-09-04
2025,12,23,T1-KABATAS-BAGCILAR,Cami,,Güngören,,,4777,4572,2025-12-23
2025,1,16,T1-KABATAS-BAGCILAR,Fındıkzade,,Fatih,,,10833,10086,2025-01-16
2025,9,28,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,815,795,2025-09-28
2025,6,11,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2927,2477,2025-06-11
2025,9,1,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,2489,2333,2025-09-01
2025,12,16,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,9265,8867,2025-12-16
2025,10,1,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,15870,14552,2025-10-01
2025,11,21,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,8537,8293,2025-11-21
2025,10,2,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,4040,3422,2025-10-02
2025,3,12,T1-KABATAS-BAGCILAR,Pazartekke,,Fatih,,,5369,5096,2025-03-12
2025,5,23,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,7669,7231,2025-05-23
2025,10,30,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,14516,12691,2025-10-30
2025,2,8,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,16161,13604,2025-02-08
2025,6,28,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2069,1694,2025-06-28
2025,7,29,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2803,2647,2025-07-29
2025,1,6,T1-KABATAS-BAGCILAR,MehmetAkif,,Güngören,,,3425,3297,2025-01-06
2025,5,20,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,8864,8570,2025-05-20
2025,12,18,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,15207,13276,2025-12-18
2025,12,14,T1-KABATAS-BAGCILAR,Sultanahmet,,Fatih,,,12566,9423,2025-12-14
2025,11,20,T1-KABATAS-BAGCILAR,Kabataş 2,,Beyoğlu,,,10503,9074,2025-11-20
2025,4,10,T1-KABATAS-BAGCILAR,Akşemsettin,,Zeytinburnu,,,12717,11915,2025-04-10
2025,8,6,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2566,2421,2025-08-06
2025,4,9,T1-KABATAS-BAGCILAR,Kabataş,,Beyoğlu,,,2896,2262,2025-04-09
2025,7,11,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,19777,16127,2025-07-11
2025,6,25,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,21802,17490,2025-06-25
2025,6,7,T1-KABATAS-BAGCILAR,Sultanahmet,,Fatih,,,22255,14944,2025-06-07
2025,10,11,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,6552,6038,2025-10-11
2025,4,8,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,8774,8566,2025-04-08
2025,3,17,T1-KABATAS-BAGCILAR,Kabataş 2,,Beyoğlu,,,8810,7950,2025-03-17
2025,12,15,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,6989,6663,2025-12-15
2025,11,7,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,3207,3033,2025-11-07
2025,1,14,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,7969,7799,2025-01-14
2025,12,25,T1-KABATAS-BAGCILAR,Atatürk Öğrenci Yurdu,,Zeytinburnu,,,31666,30474,2025-12-25
2025,1,12,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,7796,6297,2025-01-12
2025,8,4,T1-KABATAS-BAGCILAR,Mithatpaşa,,Zeytinburnu,,,2979,2770,2025-08-04
2025,8,8,T1-KABATAS-BAGCILAR,Merkezefendi,,Zeytinburnu,,,3796,3457,2025-08-08
2025,7,1,T1-KABATAS-BAGCILAR,Soğanlı,,Güngören,,,7064,6608,2025-07-01
2025,12,14,T1-KABATAS-BAGCILAR,Topkapı,,Zeytinburnu,,,6268,5762,2025-12-14
2025,7,2,T1-KABATAS-BAGCILAR,Yusufpaşa,,Fatih,,,16004,14531,2025-07-02
2025,10,4,T1-KABATAS-BAGCILAR,Güneştepe,,Güngören,,,2744,2571,2025-10-04
2025,4,25,T1-KABATAS-BAGCILAR,Kabataş,,Beyoğlu,,,3076,2342,2025-04-25
2025,4,25,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,17002,13565,2025-04-25
2025,10,14,T1-KABATAS-BAGCILAR,Keresteciler,,Güngören,,410.115,3494,3240,2025-10-14
2025,6,2,T1-KABATAS-BAGCILAR,Fındıklı,,Beyoğlu,,,2771,2388,2025-06-02
2025,12,2,T1-KABATAS-BAGCILAR,Karaköy,,Beyoğlu,,,14855,12848,2025-12-02
2025,1,25,T1-KABATAS-BAGCILAR,Zeytinburnu 2,,Bakırköy,,,6068,5773,2025-01-25
2025,6,29,T1-KABATAS-BAGCILAR,Çemberlitaş,,Fatih,,,3811,2871,2025-06-29
2025,10,5,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,14672,11222,2025-10-05
2025,7,12,T1-KABATAS-BAGCILAR,Aksaray,,Fatih,,,17287,13926,2025-07-12
2025,10,21,T1-KABATAS-BAGCILAR,Eminönü 2,,Fatih,,,23317,18136,2025-10-21
2025,7,6,T1-KABATAS-BAGCILAR,Bağcılar,,Bağcılar,,,6348,5555,2025-07-06
2025,11,17,T1-KABATAS-BAGCILAR,Akıncılar,,Güngören,,,4078,3869,2025-11-17
